person_id,age,sleep_duration_hours,screen_time,caffeine_intake,sleep_quality,physical_activity_minutes,bed_time,wake_time,steps,activity_minutes,caffeine_hour,sleep_index_rate,sleep_debt,recovery_index,sleep_consistency_score,time_before_bed_hours,caffeine_x_time_before_sleep,screen_impact,activity_balance,circadian_alignment,health_score
1,24.010252679273314,7.684212564304477,3.44053047257461,2.0351198488795297,9.963115145268757,37.011067516087245,14.113542508991358,7.4116721931997915,5372.014644627936,219.9972347775984,9.803570602097992,1.00582478787085,0.32305312492189786,1.008629381010715,1.005932210067499,4.408169596661395,8.776879630728343,0.575321716038151,-0.012864466598633698,0.3750838736453629,72.83894936971501
2,21.056285125176476,6.341650133346254,1.8546241310410336,4.950343258634317,1.9876423029684214,74.00034955123056,8.753850643778076,8.229942892691732,9602.984518555317,249.97679047264396,-0.00078888602596923,0.17247341244974196,1.6909671066668066,0.7684786514463424,0.9814183146568604,8.698770719721175,43.611344364198445,0.321016670044162,0.041794056734288924,0.5824614596548401,62.252824956942206
3,22.02851271514558,5.0884493456486135,3.8600788460600723,5.017535721555123,5.054346673195817,53.00362311396654,20.002859101974607,6.812820320003073,9423.016395732482,288.965534551955,12.370521455580164,0.5123865993014405,2.872988902908082,0.6237628270501667,0.9991108402897841,7.56722512715161,37.94141457437058,0.6252742410893368,-0.029304946250024475,0.13152535895844414,52.00704882512915
4,23.982692890330128,6.311489669542228,2.7346609680341594,3.991955825822747,9.017372289026266,54.98082804001504,19.843430268638215,6.736330004609138,2524.002857921931,168.01504009881543,13.419051427573889,0.9251467186916982,1.7053972557926045,0.8165019996103352,0.9707293197188436,6.415154620462557,25.5227836718792,0.43329930869703626,-0.010842938085985993,0.15993011491596656,62.3742712342887
5,19.97304755985955,4.704237714202624,2.6790175637963016,0.004999136859355154,2.9252651577554563,85.02946032958364,20.960964360296984,8.91386553847359,-0.0025238874944770863,0.03164702152792091,18.64130027030894,0.303818936511778,3.2850690958110906,0.6062056106613498,1.0103117403267379,2.4086086866274274,0.01968017562528648,0.45473542534767536,0.03561456952294486,-0.009405137119412618,59.01394407796045
6,25.014757575145197,4.836083005605785,3.2048509558011427,3.0317985050928713,9.036501704774938,95.98707685173959,9.819355504894428,5.007625145492865,1222.9528174878292,38.07334943901999,7.402132727858326,0.8845819229711084,3.093338722941036,0.6096684627182095,0.9656033926608091,2.33713344679915,7.1450678107042,0.5044758680154172,0.4033728928562208,0.6587621930728164,66.73351186567135
7,21.96039300378938,6.523046216498952,3.40308575733797,0.9641744004576447,6.032688885687275,98.96008052750938,13.075314863234569,8.573197176100496,12911.975408059307,369.9869886127993,11.596260989787753,0.586917920458609,1.4620932016619135,0.7746245257219448,1.0223265953679748,1.4727640362494212,1.5468729793958713,0.5904998999364485,-0.036583736914354764,0.3915058667162948,68.21979836160716
8,22.05494376297563,6.106461895163688,3.0044802573317964,0.9696206667567073,3.9892214408708075,107.97687002961544,10.47945995193633,5.620178386732695,14727.018076060967,332.9894203353941,1.651096892129332,0.406611871213779,1.9065120874194412,0.7972055588668072,0.9779514318168472,8.815462506213386,8.818465117589405,0.49611380776543623,0.006700566727583788,0.6026293303409676,66.64145753214764
9,24.035383203621638,8.615248059190238,1.3576682950680174,0.9419371012085858,7.0215179063134965,85.98954601425915,11.0605325763852,8.050141993276013,9591.979539345553,460.97686312116645,4.672487148091037,0.7014639213514189,0.007110096059662483,1.1503068444258313,1.0284517843896461,6.4352084333660295,6.3823447326948175,0.2527916940828496,-0.004582502470639865,0.4464549976046178,80.5220125633223
10,18.98592473043686,5.91778713119309,2.0240946422784205,2.9835252317470866,7.974218023675484,44.02982008365107,14.63054435111486,7.4691562702817444,0.03616108667353472,0.03377182288120702,7.201316714081377,0.8271446635735819,2.2328416865271907,0.6778440143510974,1.0572188277304593,7.332168569036002,22.11994979176531,0.30376016924517496,0.001572446484624929,0.34135666529057795,62.76883004982033
11,19.948605964127275,6.837476611815043,3.8071888255471698,5.039912970331365,5.985892328512009,107.99873196004695,7.819549168460576,6.393771851182472,3800.07039203972,193.02444962364387,6.584732486790334,0.585592251374275,1.0954777529410213,0.9046085744924832,1.0000330333457548,1.218235475526057,5.899256543110516,0.5990973894035081,0.028396732482238632,0.6894079703674469,70.2489329519417
12,24.04061617122496,7.251740899492834,1.72199162844398,-0.0036176156542040857,5.044956390820095,32.99441555343103,6.066391841820227,8.529835543480853,8580.019691559026,329.97369196254374,0.01893652132953963,0.46344858191777527,0.7899931256838847,0.8859509657202789,1.0393484536642867,6.064085580067251,0.01282789381836207,0.33369952700837646,0.007217557854794383,0.643747717303042,76.3829325019276
13,19.99656380464242,4.091376574417989,2.0432171346722985,2.9597962531303565,5.991848098803909,7.962540097257121,21.662339270244686,5.029080110245076,11388.04478495674,271.97293405739083,13.223152935646095,0.6107815823196151,3.8532971740164834,0.5024959404688555,1.0225434684695625,8.461309543310154,25.500558174842766,0.34551593916793666,-0.002783473645184482,0.1598492038181538,52.523504410293526
14,20.037134489359204,7.30861986713209,2.3093447257639337,0.9854296376627486,4.94390805014135,87.02356447769489,17.628525222583757,5.9009749413913495,7243.021621817149,227.02857544275787,14.7149699121581,0.4856741044100389,0.733028828450879,0.92058918462615,0.9570165388289262,2.894243119403031,2.8809026061293586,0.41072982109474176,-0.004257295528107306,0.2794426026602465,73.48004407095083
15,24.95216717023617,4.898634632640963,2.264367042802474,3.9553641488952813,7.99810090331656,6.980441435379299,7.023803118034263,7.251515556133221,13371.98397213932,301.01149588453626,4.414748007795396,0.8235104584710911,3.1267846934967083,0.5763343016258001,1.0033278333255553,2.5997424080824416,10.506796359749318,0.340975721076106,0.03230412364685808,0.6971640674237146,61.78472321623443
16,21.982018749311386,8.787272909998059,2.788080302423459,1.966244416948065,0.9976423482125693,5.9969991642317595,13.902599935153347,6.398219760394218,5862.006004549944,263.0227516613903,11.213347968517756,0.10022615891372802,0.0008621532422040555,1.0988858466516684,1.0150359611706767,2.6321632591794724,5.334174291882816,0.45817581843375554,-0.021610374981113914,0.4255874627152129,78.77732590867309
17,21.000157310991547,4.682905012152838,3.816030946959091,3.0116645673079114,7.035951057081204,35.04440549230645,8.049925194645484,7.409045203478147,197.06039962838292,9.973516945649832,4.346896895830789,0.7196443961309447,3.2601230683640887,0.5391623911659349,1.0179314594627888,3.6821132475091805,11.272775677652861,0.6724041598803933,0.03060861065888003,0.587959944761472,59.36390604167736
18,25.001409417812944,6.1098852620671895,1.7027328081876774,2.964783800210819,10.000430092665272,17.01526289993148,14.765429800088274,5.073322435125872,3587.984293387721,-0.0563317459173062,8.97419244872916,0.9695704885980764,1.8635641890673562,0.776782474693346,1.0053462041492498,5.7205928962201975,17.183257065768487,0.23639464794487292,0.21749115032434835,0.46671815362977004,69.6653293661109
19,24.98649803585562,4.35448478909985,1.3744538006066203,0.033379029156099055,9.987352530656791,1.9511523785685447,13.799260258821668,5.483031307660851,-0.031179818966342216,-0.026248950500405096,8.868403151698987,1.0043015878968946,3.583586822137071,0.6170116611388952,1.0049593418898166,4.905118728416883,0.017053244654763627,0.301592796516263,0.011347918203379683,0.46130165576731463,61.88901738275203
20,20.018685497970424,9.022517375025654,1.6001881946855325,-0.00213360872491008,2.0313516843569364,26.946914692909427,18.683993679189083,5.513948461198182,-0.03402583269345808,0.020633001900336807,15.09602932584025,0.17902210377848252,0.028956771265999905,1.1058140553250901,1.000152620743457,3.5806395127586166,-0.009961217374765454,0.27274283018069834,-0.012490856565551673,0.23830792183621596,81.65322153603954
21,22.96797138711852,6.487514167853442,3.654053940542691,3.002567841118336,9.003623706975032,68.99807068649642,16.577084313685294,5.774747595227714,-0.0065258815150064705,0.06333173935904673,10.074764482013325,0.8633887904077134,1.508710129057249,0.8074376998512487,1.0039952825798106,6.507186660620103,19.525428997680653,0.5920986211433491,-0.015760416059110712,0.2785465558768896,63.982336096723614
22,21.995728615449362,6.96609791982879,2.934508021876949,0.9916488109717632,0.9774993195530285,106.96361778155375,9.290577769020533,6.846420431691025,6730.969895837341,312.9871160803142,7.067174805491382,0.07416676365786955,0.9551992843335467,0.8714156547178176,0.9632896308910286,2.2313051850230843,2.2659663844255635,0.49389179512565134,-0.01092743003425723,0.5848580345384117,72.59413453102887
23,19.003608868951357,4.2864996142601255,1.8938414794151124,2.0231854351563117,10.034649926816249,43.01945640242899,12.895551505862178,8.031130158034427,16433.050220582823,263.0682756764563,9.302039500435976,0.9836656872467242,3.712126357438007,0.5670940578197301,0.9929136765706397,3.6493658618778895,7.25312648556008,0.34994073773785234,-0.0007366701277522604,0.43379666683228707,58.77731332590757
24,25.01543316502176,7.737714476505877,3.43355649832766,0.023494796633310323,6.005809852935504,20.00126789194895,5.770533879071079,8.64634641994465,14687.006490696038,281.0248945930247,1.413705203928585,0.6373408358107155,0.2748256026248741,0.9746671710715541,0.9564105593556541,4.227824376904259,0.04049581566043516,0.5418998539347712,-0.03894880190629953,0.5697853791642653,76.10239041087483
25,21.021348446342667,4.983939947389513,3.584204049387119,1.0100516305573652,9.000087779000383,27.004961543070717,4.099762142376399,8.287748501404018,7833.029151789293,240.95820903094872,0.036483817430148044,0.8828717880152203,2.9843336332046357,0.6526103803105578,0.9850711695173807,4.1213566654414695,4.105302342681035,0.57953913489474,0.019841492633216745,0.6509752726630398,61.740408600041114
26,22.966260737244863,8.510753608546288,3.4842927203478027,4.016943673177229,1.0053372517423496,102.97879770455073,10.653011506554781,5.764370710487569,10992.991040038283,165.00642101513432,2.578518774769358,0.06185379249165331,0.02915214037565116,1.0473129399439287,0.9822758334669733,8.012050954613532,32.27550261045294,0.5908072348778004,-0.07987006910346024,0.5888535139166707,71.97017819395
27,22.95397657487793,4.978071311728536,3.7770743964008644,-0.006362690097612768,3.9678799488575023,53.0522415096586,6.066984574299423,6.753058721275298,5150.965794084067,162.02591922835236,3.251708904640576,0.4039443226749001,3.022965122513425,0.6380070701445939,0.9803601107898838,2.7907658290385355,-0.004858891510195395,0.647223957273355,0.016200210584646938,0.7220851692819341,62.22664378521558
28,19.038330304656956,5.022737655497709,1.8262852179507922,1.0162660902072715,3.98417038671465,53.085277811840314,15.56586921584937,5.799319674235379,4743.960718181637,193.92723551304343,9.945355579217741,0.40087541982033026,3.032792996484763,0.5239658280119243,0.9684397552663285,5.606842402228024,5.626299767459482,0.2940468733683024,0.009398999697022627,0.3801715114749409,62.68941537274291
29,25.009969420359386,4.220565232163707,3.2787170652801456,0.9898636667357859,9.000107478054984,63.9916424582873,13.265882389672816,6.039897282785459,3324.9727602477346,182.0193335347374,6.9275798436955744,0.8852384096396941,3.7993059944274736,0.5450238771596709,1.0080783182139066,6.320910031954116,6.368292427892651,0.5620701919047015,0.014910774873056108,0.42795842214672786,56.41669509341994
30,20.977545403903303,6.455458264998892,2.4193378629724553,2.000066948664872,4.9941600891492595,99.01059117745245,7.066495846976486,7.037360710129649,9317.01042576482,363.0351816353947,5.66014003655938,0.49516329602461623,1.6264907367359853,0.7634662187361422,0.9904578908286442,1.3721719917766566,2.840484609890806,0.4256064766990904,-0.05785280219361214,0.6007466799410096,70.76177861385598
